text,label
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
Every single character was hilarious and deserved to be called a lead.  ,1
New Battery works great in phone.,1
They refuse to refund or replace.,0
The transfers are very good.  ,1
The characters are interesting and you really care for them.  ,1
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
It's a great item.,1
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
Spend your money elsewhere.,0
The cast is good.  ,1
"If you hate earbugs, avoid this phone by all means.",0
This results in the phone being either stuck at max volume or mute.,0
I'm not eating here!,0
"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
This is a great restaurant at the Mandalay Bay.,1
"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1
"Buy it, play it, enjoy it, love it.  ",1
"This is an excellent tool, especially when paired with your phone's auto-answer.",1
All three broke within two months of use.,0
worthless product.,0
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
I wear glasses and it fits fine with them.,1
The food was very good.,1
"But this movie is not funny, considering the ridiculousness of it.  ",0
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
The kids are annoying.  ,0
"The food is about on par with Denny's, which is to say, not good at all.",0
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
Any ring tone..Overall good phone to buy..,1
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
The plug did not work very well.,0
"Then, there's the plot holes.  ",0
A Disappointment.,0
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
Talk about great customer service of course we will be back.,1
I give it 2 thumbs down,0
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1
"I cannot believe that the actors agreed to do this ""film"".  ",0
Terrible phone holder.,0
I can assure you that you won't be disappointed.,1
Here's where the movie really pi**ed me off.  ,0
The phone loads super!,1
"- Really, really good rice, all the time.",1
"Overall, this movie was cheap trash.  ",0
"This hole in the wall has great Mexican street tacos, and friendly staff.",1
They were golden-crispy and delicious.,1
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
Low Quality.,0
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
Headset works great & was packaged nicely to avoid any damage.,1
Poor sound quality.,0
But this movie really got to me.  ,1
Now the pizza itself was good the peanut sauce was very tasty.,1
"Horrible, horrible protector.",0
This one is simply a disappointment.,0
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
Generally; it just lacked imagination.  ,0
Kris Kristoffersen is good in this movie and really makes a difference.  ,1
We'd definitely go back here again.,1
"Very good food, great atmosphere.1",1
It's a great place and I highly recommend it.,1
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0
Not loud enough and doesn't turn on like it should.,0
Couldn't ask for a more satisfying meal.,1
Total brunch fail.,0
We have gotten a lot of compliments on it.,1
The cow tongue and cheek tacos are amazing.,1
"Great product, fast shipping!.",1
Then the film just dropped the ball.  ,0
"However, the ear pads come off easily and after only one week I lost one.",0
She's poised and amazing.  ,1
Def coming back to bowl next time,1
Great price also!,1
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
The food is very good for your typical bar food.,1
(very serious spoilers) this movie was a huge disappointment.  ,0
Very good lunch spot.,1
Favorite place in town for shawarrrrrrma!!!!!!,1
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1
Brilliant!  ,1
there is no real plot.  ,0
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
"The food sucked, which we expected but it sucked more than we could have imagined.",0
Left very frustrated.,0
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0
It was also the right balance of war and love.  ,1
I had to walk out of the theatre for a few minutes just to get some relief!  ,0
Babie Bop is very cute.  ,1
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
The restaurant is very clean and has a family restaurant feel to it.,1
We could not believe how dirty the oysters were!,0
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
"All in all, I'd expected a better consumer experience from Motorola.",0
This was such an awesome movie that i bought it off of Ebay.  ,1
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
But in terms of the writing it's very fresh and bold.  ,1
High-quality chicken on the chicken Caesar salad.,1
"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1
The phone crashed completely and now I have to get it replaced.,0
I will come back here every time I'm in Vegas.,1
I bought it for my mother and she had a problem with the battery.,0
The chicken wings contained the driest chicken meat I have ever eaten.,0
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1
This place is two thumbs up....way up.,1
Some highlights : Great quality nigiri here!,1
"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
Battery is terrible.,0
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1
And the beans and rice were mediocre at best.,0
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
Loved the casting of Jimmy Buffet as the science teacher.  ,1
Nothing at all to recommend.  ,0
"Unfortunately, this is a bad movie that is just plain bad.  ",0
"Every time I eat here, I see caring teamwork to a professional degree.",1
These are the nicest restaurant owners I've ever come across.,1
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
I did not have any problem with this item and would order it again if needed.,1
The music in the film is really nice too.  ,1
All in all its an insult to one's intelligence and a huge waste of money.  ,0
Motorola finally got the voice quality of a bluetooth headset right.,1
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0
The holster that arrived did not match the photo in the ad.,0
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
The text messaging feature is really tricky to use.,0
It'll be a regular stop on my trips to Phoenix!,1
"I have been here several times in the past, and the experience has always been great.",1
Essentially you can forget Microsoft's tech support.,0
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
I've had better atmosphere.,0
A good film by a great director!  ,1
"great headset, very impressed - H500.",1
"Overall, the film is interesting and thought-provoking.  ",1
Disappointing experience.,0
Delicious and I will absolutely be back!,1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
"The acting, as you'd expect from this cast, is top notch.  ",1
Great Hands Free Device.,1
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1
"Not a weekly haunt, but definitely a place to come back to every once in a while.",1
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1
Could not get strong enough signal.,0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0
Gets the job done.,1
This is high adventure at its best.  ,1
Glad I didn't pay to see it.  ,0
Nice headset priced right.,1
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
"Speaking of the music, it is unbearably predictably and kitchy.  ",0
Buttons are too small.,0
Would recommend this item.,1
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1
I was so insulted.,0
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
AVOID THIS ESTABLISHMENT!,0
Why are these sad little vegetables so overcooked?,0
All in all I give this one a resounding 9 out of 10.  ,1
"My father has the V265, and the battery is dying.",0
"The menu is always changing, food quality is going down & service is extremely slow.",0
"Try them in the airport to experience some tasty food and speedy, friendly service.",1
Ray Charles is legendary.  ,1
Nice Sound.,1
None of them are engaging or exciting.  ,0
"Phenomenal food, service and ambiance.",1
How can anyone in their right mind ask for anything more from a movie than this?  ,1
"Voice Quality, Signal Strength, Dropped Calls.",0
Not good for the money.,0
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1
"I love the camera, it's really pretty good quality.",1
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
I wasted my little money with this earpiece.,0
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
This is an unbelievable BARGAIN!,1
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0
The food is good.,1
These are fabulous!,1
"It's a fresh, subtle, and rather sublime effect.  ",1
This is a GREAT place to eat!,1
They really want to make your experience a good one.,1
So they performed.,1
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
What this film lacks is a convincing script.  ,0
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
The first thing that happened was that the tracking was off.,0
The chefs were friendly and did a good job.,1
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0
Great Phone.,1
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
I would not recommend this place.,0
The movie I received was a great quality film for it's age.  ,1
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
We recently witnessed her poor quality of management towards other guests as well.,0
Seriously killer hot chai latte.,1
"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1
Great Earpiece.,1
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
Plan on ordering from them again and again.,1
My sashimi was poor quality being soggy and tasteless.,0
The movie has almost no action scenes in it and very little comedy.  ,0
Poor product.,0
Lame would be the best way to describe it.  ,0
Everything about it is fine and reasonable for the price i.e.,1
"You get incredibly fresh fish, prepared with care.",1
It has kept up very well.,1
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
I only hear garbage for audio.,0
You won't regret it!,1
There is nothing authentic about this place.,0
Don't bother - go to the store.,0
"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1
"If this premise sound stupid, that's because it is.  ",0
Excellent dual-purpose headset.,1
The story itself is just predictable and lazy.  ,0
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
Great for the jawbone.,1
The dialogue sucked.  ,0
I purcashed this for the car charger and it does not work.,0
And it was way to expensive.,0
The BT headset was such a disapoinment.,0
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0
I am more than happy with this product.,1
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
This is not movie-making.  ,0
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
Worst Thai ever.,0
"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1
Product is exactly as described.,1
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0
"The owner used to work at Nobu, so this place is really similar for half the price.",1
One thing I hate is the mode set button at the side.,0
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
Not my thing.,0
I'm trying to return it for a refund.,0
"Overall, a great experience.",1
Worst software ever used.... If I could give this zero stars I would.,0
Cant get the software to work with my computer.,0
In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
The service was terrible though.,0
Works good.,1
It finds my cell phone right away when I enter the car.,1
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
Waitress was sweet and funny.,1
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0
His performance is simply genius.  ,1
I would not recommend this item to anyone.,0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1
Sprint charges for this service.,0
The one down note is the ventilation could use some upgrading.,0
I love the Pho and the spring rolls oh so yummy you have to try.,1
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
It's very attractive and appears to be of good quality.,1
I really liked that.  ,1
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
Definitely a bargain.,1
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,0
Highly recommended.,1
Phone now holds charge like it did when it was new.,1
I'd like to return it.,0
This if the first movie I've given a 10 to in years.  ,1
It has everything I need and I couldn't ask for more.,1
Someone shouldve invented this sooner.,1
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0
I got it because it was so small and adorable.,1
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
He came running after us when he realized my husband had left his sunglasses on the table.,1
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
The film is way too long.  ,0
Obviously there is a problem with the adhesive.,0
It was just not a fun experience.,1
This film (and I use that word loosely) is an insult to the movie-going public.  ,0
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
Nevertheless yet another wonderful film from the great master's stable.  ,1
- the food is rich so order accordingly.,1
im surprised this is a good quality car charger and there's not much reviews about it.,1
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
Chinese Forgeries Abound!.,0
But I thought his acting was skilled.  ,1
Does not fit.,0
That was funny.  ,1
It clicks into place in a way that makes you wonder how long that mechanism would last.,0
Julian Fellowes has triumphed again.  ,1
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
We won't be going back.,0
i wouldnt see this movie again for free.  ,0
"It lacked flavor, seemed undercooked, and dry.",0
"There was so much hype over this phone that I assumed it was the best, my mistake.",0
Also great directing and photography.  ,1
There are the usual Hitchcock logic flaws.  ,0
OMG I felt like I had never eaten Thai food until this dish.,1
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
Great bluetooth!.,1
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
That's how I'd describe this painfully dreary time-waster of a film.  ,0
It is very comfortable on the ear.,1
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
"I love Lane, but I've never seen her in a movie this lousy.  ",0
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0
All the bread is made in-house!,1
I am a fan of his ... This movie sucked really bad.  ,0
The things that the four kids get themselves into is absolutely hilarious to watch.  ,1
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
I love this thing!,1
Rip off---- Over charge shipping.,0
Service stinks here!,0
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
An hour and a half I wish I could bring back.  ,0
i got this phone around the end of may and i'm completely unhappy with it.,0
The original Body and Soul (1947) is a masterpiece.  ,1
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
Appears to actually outperform the original battery from China that came with my V325i.,1
Very poor service.,0
"What possesed me to get this junk, I have no idea...",0
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0
Is it possible for a movie to get any worse than this?  ,0
If you are reading this please don't go there.,0
Went for lunch - service was slow.,0
Those phones are working just fine now.,1
Bad Purchase.,0
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
The only thing that disappoint me is the infra red port (irda).,0
This movie is possibly one of the most creative works of horror ever.  ,1
I had a pretty satifying experience.,1
Poor Reliability.,0
"too bad cause I know it's family owned, I really wanted to like this place.",0
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
It was packed!!,0
It has all the features I want,1
Just what I wanted.,1
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
There's also enough hypocrisy in this film to make me vomit.  ,0
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0
The incredible soundtrack truly captures the essence of the film.  ,1
This place is great!!!!!!!!!!!!!!,1
Very bad Experience!,0
Food was really good and I got full petty fast.,1
"Gotta love those close-ups of slimy, drooling teeth!  ",1
The kids play area is NASTY!,0
Omit watching this.  ,0
the staff is friendly and the joint is always clean.,1
"After 3 months, screen just went black all of a sudden.",0
"Bad script, bad direction and horrible acting make this one plain bad!  ",0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
Will be back again!,1
Service is perfect and the family atmosphere is nice to see.,1
The phone is sturdy and waterproof.,1
I had to purchase a different case.,0
A film not easily forgotten.  ,1
I love their fries and their beans.,1
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1
"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0
Service was good and the company was better!,1
He was terrible!,0
They also have the best cheese crisp in town.,1
The Greek dressing was very creamy and flavorful.,1
"If there is a wind, it is completely useless.",0
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0
It's just lame.  ,0
The shipping time was also very quick!,1
""" I love it.  ",1
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
I've never been treated so bad.,0
The bathrooms are clean and the place itself is well decorated.,1
Worked perfectly!,1
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
The selection was probably the worst I've seen in Vegas.....there was none.,0
The script is horrendously stupid.  ,0
"I loved the grilled pizza, reminded me of legit Italian pizza.",1
This place has it!,1
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
But this understated film leaves a lasting impression.  ,1
The best electronics of the available FM Transmitters.,1
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0
The goat taco didn't skimp on the meat and wow what FLAVOR!,1
Excellent product for the price.,1
"He also came back to check on us regularly, excellent service.",1
All the characters in this film are tremendously well played.  ,1
About ten minutes into this film I started having second thoughts.  ,0
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
It is an insane game.  ,1
I am very happy,1
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
Service was fantastic.,1
"Good service, very clean, and inexpensive, to boot!",1
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
I've missed numerous calls because of this reason.,0
This frog phone charm is adorable and very eye catching.,1
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
What happened next was pretty....off putting.,0
There was hardly any meat.,0
I took back my money and got outta there.,0
His on screen presence shined thought even though there were other senior actors on the screen with him.  ,1
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
"This is a simple little phone to use, but the breakage is unacceptible.",0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
I struggle to find anything bad to say about it.  ,1
"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1
"This movie was kind of long in length, but I enjoyed every minute of it.  ",1
Awful service.,0
Don't miss it.  ,1
At no point in the proceedings does it look remotely like America.  ,0
"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",1
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
"The seller is very understanding and patient, I would definitely buy from them again.",1
"Great food for the price, which is very high quality and house made.",1
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1
"A very good film indeed, about great and unconditional love.  ",1
Which has more depth and character than the man underneath it.  ,0
"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1
And service was super friendly.,1
!I definitly recommend!!,1
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
It was a pale color instead of nice and char and has NO flavor.,0
"useless phone, simply deaf.",0
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
"The real killer is the volume, and of course it breaking.",0
How stupid is that?,0
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
This device is great in several situations:1.),1
There is a lot of beautiful places.  ,1
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
I was mortified.,0
But it wasn't until I watched this film that I realised how great he actually was.  ,1
Great phone!.,1
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0
"every thing on phone work perfectly, she like it.",1
We definately enjoyed ourselves.,1
I had Verizon 2 years ago and really liked their service.,1
Excellent performance.  ,1
Much less than the jawbone I was going to replace it with.,1
Not easy to watch.  ,0
there are so many problems i dont know where to start.  ,0
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
I would have given no star if I was able.,0
"The food was great as always, compliments to the chef.",1
These products cover up the important light sensor above the ear outlet.,0
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
Piece of Junk.,0
The dialogue is composed of things that make little sense.  ,0
Stay Away From the Q!.,0
Its reception is very very poor.,0
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
Mobile Phone Tools are a must have.,1
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
Overall I wasn't very impressed with Noca.,0
"You get extra minutes so that you can carry out the call and not get cut off.""",1
Later I found myself lost in the power of the film.  ,1
The film looks cheap and bland.  ,0
"The plot - well, I said I'd let that one go.  ",0
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
What a mistake that was!,0
"The ending is so, SO perfect... you'll shed a tear.  ",1
The Macarons here are insanely good.,1
They brought a fresh batch of fries and I was thinking yay something warm but no!,0
The battery is completely useless to me.,0
Filmiing was less expansive.  ,0
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
The only good thing was that it fits comfortably on small ears.,1
Were JERKS on the phone.,0
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
The management is rude.,0
Whatever prompted such a documentary is beyond me!  ,0
I had a seriously solid breakfast here.,1
Highly unprofessional and rude to a loyal patron!,0
Go watch it!  ,1
I found a six inch long piece of wire in my salsa.,0
IT'S REALLY EASY.,1
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
Please stay away from the shrimp stir fried noodles.,0
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
Do Not Buy for D807...wrongly advertised for D807.,0
Item Does Not Match Picture.,0
AMAZON SUCKS.,0
"Whatever the producer was going for, he missed entirely.  ",0
"sucked, most of the stuff does not work with my phone.",0
It shouldn't take 30 min for pancakes and eggs.,0
"VERY cheap plastic, creaks like an old wooden floor.",0
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
This is my new fav Vegas buffet spot.,1
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
I love this phone!.,1
Pricing is a bit of a concern at Mellow Mushroom.,0
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0
Wow... Loved this place.,1
This greedy corporation will NEVER see another dime from me!,0
I would definitely recommend the wings as well as the pizza.,1
Not recommended.  ,0
Magical Help.,1
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
"The bottowm line...another worthless, cheap gimmick from Sprint.",0
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
Food was so gooodd.,1
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1
It only recognizes the Phone as its storage device.,0
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
Disappointment.. I hate anything that goes in my ear.,0
Just as good as when I had it more than a year ago!,1
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1
"I'd rather eat airline food, seriously.",0
Awful.  ,0
The warm beer didn't help.,0
You can't beat that.,1
"Unfortunately, it only set us up for disapppointment with our entrees.",0
It was so BORING!  ,0
I promise they won't disappoint.,1
